timestamp,meter_id,load,lag_1,lag_2,lag_24,roll24_mean,hour,dayofweek,month,is_weekend
2025-04-26 23:00:00,339950.3076923077,212.89884537916922,204.00346081073474,214.2857683621921,218.54230851393478,223.42995439948132,23,5,4,1
2025-04-27 00:00:00,338638.7272727273,212.17909102006396,212.89884537916922,204.00346081073474,220.65727303244856,223.19481010219943,0,6,4,1
2025-04-27 01:00:00,339950.3076923077,215.07230729323175,212.17909102006396,212.89884537916922,222.62422884427585,222.84155251835008,1,6,4,1
2025-04-27 02:00:00,340912.13333333336,217.2656667073569,215.07230729323175,212.17909102006396,210.50970548741958,222.5268891203899,2,6,4,1
2025-04-27 03:00:00,331553.25,219.5029163360596,217.2656667073569,215.07230729323175,227.14115318885223,222.80838750455396,3,6,4,1
2025-04-27 04:00:00,331553.25,220.5841655731201,219.5029163360596,217.2656667073569,228.89807657095096,222.4901276356876,4,6,4,1
2025-04-27 05:00:00,331553.25,223.070416132609,220.5841655731201,219.5029163360596,230.03307753342855,222.14371467744465,5,6,4,1
2025-04-27 06:00:00,339950.3076923077,211.54038414588342,223.070416132609,220.5841655731201,234.75346198448779,221.85360378574384,6,6,4,1
2025-04-27 07:00:00,335011.0,224.05208333333346,211.54038414588342,223.070416132609,238.3065396822417,220.88639220913535,7,6,4,1
2025-04-27 08:00:00,339950.3076923077,235.48153921274044,224.05208333333346,211.54038414588342,240.4607696533203,220.2924565279308,8,6,4,1
2025-04-27 09:00:00,339950.3076923077,237.6250005868765,235.48153921274044,224.05208333333346,236.6065392127405,220.08498859290663,9,6,4,1
2025-04-27 10:00:00,331553.25,227.53333218892416,237.6250005868765,235.48153921274044,233.2365382267879,220.12742448349567,10,6,4,1
2025-04-27 11:00:00,339950.3076923077,201.25961538461542,227.53333218892416,237.6250005868765,219.62192300649792,219.88979089858466,11,6,4,1
2025-04-27 12:00:00,339950.3076923077,230.9053843571589,201.25961538461542,227.53333218892416,217.39077054537262,219.12469474767286,12,6,4,1
2025-04-27 13:00:00,339950.3076923077,226.64769157996554,230.9053843571589,201.25961538461542,215.28115316537708,219.68780365649732,13,6,4,1
2025-04-27 14:00:00,339950.3076923077,206.23807584322415,226.64769157996554,230.9053843571589,219.16884671724762,220.16140942377186,14,6,4,1
